86.4832	26.2632	2.10646e+10
37.488	-49.4802	3.15266e+09
37.7881	4.80116	1.12492e+10
89.7497	-2.6174	1.43865e+10
-98.1949	-59.0038	4.36308e+07
-74.6746	-29.9901	8.62823e+08
43.2876	-75.1404	1.2193e+09
-72.2418	-11.0089	2.2805e+09
28.225	-33.3754	4.52044e+09
45.7476	83.6622	3.29688e+10
19.3305	2.14522	9.26937e+09
-30.4623	29.518	1.03153e+10
52.2287	-30.8871	6.25255e+09
-13.0171	24.7998	1.08538e+10
-85.1944	-58.2566	554810
-23.7437	-82.9798	1.08467e+06
-97.78	6.80555	2.90837e+09
-25.9687	86.1821	2.41284e+10
31.5358	-68.8506	1.2967e+09
30.5	-39.2504	3.93764e+09
-2.8288	-63.2025	7.56792e+08
37.7881	4.80116	1.12492e+10
-18.913	-32.0203	2.47119e+09
-74.6746	-29.9901	8.62823e+08
43.2876	-75.1404	1.2193e+09
-63.3968	-32.1631	1.01572e+09
-12.6467	-21.6988	3.80367e+09
6.84814	-23.9078	4.54394e+09
61.1049	-54.789	3.68216e+09
14.6082	-60.1676	1.3865e+09
44.3322	-13.0506	8.51771e+09
-85.1944	-58.2566	554810
-23.7437	-82.9798	1.08467e+06
-97.78	6.80555	2.90837e+09
31.5358	-68.8506	1.2967e+09
100	-90.4393	1.88898e+09
-35.1741	-78.5603	296964
-2.8288	-63.2025	7.56792e+08
54.1573	-35.6339	5.69821e+09
37.3203	-60.8383	2.08507e+09
-74.6746	-29.9901	8.62823e+08
43.2876	-75.1404	1.2193e+09
-63.3968	-32.1631	1.01572e+09
-12.6467	-21.6988	3.80367e+09
48.9437	-56.4753	2.94766e+09
61.1049	-54.789	3.68216e+09
14.6082	-60.1676	1.3865e+09
34.705	-58.3234	2.20227e+09
32.98	-76.7574	8.60337e+08
-85.1944	-58.2566	554810
-41.3361	-41.9608	1.00269e+09
35.4058	-36.6975	4.49511e+09
31.5358	-68.8506	1.2967e+09
100	-90.4393	1.88898e+09
-35.1741	-78.5603	296964
-2.8288	-63.2025	7.56792e+08
8.90601	-36.6062	3.20123e+09
37.3203	-60.8383	2.08507e+09
-98.1949	-59.0038	4.36308e+07
-35.7225	-66.5642	1.28381e+08
43.2876	-75.1404	1.2193e+09
-63.3968	-32.1631	1.01572e+09
31.4448	-70.0989	1.21302e+09
48.9437	-56.4753	2.94766e+09
52.7106	-57.2125	3.03775e+09
-35.6541	-61.0991	2.68013e+08
-26.0921	-63.1747	3.33933e+08
3.84388	-76.3385	3.28197e+08
-85.1944	-58.2566	554810
-23.7437	-82.9798	1.08467e+06
16.3568	-75.9849	5.486e+08
29.304	-64.0223	1.56423e+09
31.5358	-68.8506	1.2967e+09
100	-90.4393	1.88898e+09
-35.1741	-78.5603	296964
