-81.2174	-41.246	2.70396e+08
75.7488	66.1703	3.1496e+10
90.3501	-51.5965	5.66292e+09
-57.8975	-83.6887	1.74414e+08
15.1181	92.2687	3.14261e+10
-23.623	81.4781	2.30894e+10
-93.3534	-9.76821	1.63927e+09
-46.2387	38.7425	1.07631e+10
-42.9021	-85.3923	7.74312e+07
7.91291	58.7146	2.06282e+10
78.0597	-0.614222	1.37188e+10
-48.2201	27.7873	8.63172e+09
68.7389	-6.9559	1.15775e+10
-78.3686	-18.6529	1.46714e+09
51.3864	55.7113	2.50201e+10
35.9442	81.7916	3.09599e+10
-86.1358	73.7875	1.44024e+10
-57.6931	65.8835	1.53965e+10
-29.1513	44.165	1.33454e+10
-48.0507	35.423	9.99581e+09
-81.2174	-41.246	2.70396e+08
53.9438	56.9623	2.57099e+10
90.3501	-51.5965	5.66292e+09
-57.8975	-83.6887	1.74414e+08
15.1181	92.2687	3.14261e+10
-23.623	81.4781	2.30894e+10
-93.3534	-9.76821	1.63927e+09
8.72422	-100	2.71584e+06
-42.9021	-85.3923	7.74312e+07
8.72422	-100	2.71584e+06
33.893	-100	7.01266e+07
2.98239	-100	1.54677e+07
-4.50391	-28.7647	3.41452e+09
-78.3686	-18.6529	1.46714e+09
51.3864	55.7113	2.50201e+10
-2.89488	94.3395	2.95848e+10
-59.0187	-66.0987	6.16518e+06
-29.1513	44.165	1.33454e+10
-97.2927	-8.88555	1.57841e+09
-81.2174	-41.246	2.70396e+08
53.9438	56.9623	2.57099e+10
90.3501	-51.5965	5.66292e+09
-57.8975	-83.6887	1.74414e+08
-23.623	81.4781	2.30894e+10
-93.3534	-9.76821	1.63927e+09
8.72422	-100	2.71584e+06
-42.9021	-85.3923	7.74312e+07
8.72422	-100	2.71584e+06
33.893	-100	7.01266e+07
2.98239	-100	1.54677e+07
-4.50391	-28.7647	3.41452e+09
-78.3686	-18.6529	1.46714e+09
20.0162	34.2964	1.58871e+10
-2.89488	94.3395	2.95848e+10
-59.0187	-66.0987	6.16518e+06
70.3688	-50.3911	4.67901e+09
-29.1513	44.165	1.33454e+10
-97.2927	-8.88555	1.57841e+09
-81.2174	-41.246	2.70396e+08
53.9438	56.9623	2.57099e+10
77.5292	-100	6.62866e+08
-57.8975	-83.6887	1.74414e+08
15.1181	92.2687	3.14261e+10
58.573	-7.39042	1.06406e+10
-93.3534	-9.76821	1.63927e+09
8.72422	-100	2.71584e+06
-42.9021	-85.3923	7.74312e+07
8.72422	-100	2.71584e+06
33.893	-100	7.01266e+07
2.98239	-100	1.54677e+07
-44.457	-100	5.20692e+08
-78.3686	-18.6529	1.46714e+09
20.0162	34.2964	1.58871e+10
-2.89488	94.3395	2.95848e+10
-59.0187	-66.0987	6.16518e+06
70.3688	-50.3911	4.67901e+09
-29.1513	44.165	1.33454e+10
-97.2927	-8.88555	1.57841e+09
-81.2174	-41.246	2.70396e+08
-42.0085	51.8381	1.37928e+10
77.5292	-100	6.62866e+08
-57.8975	-83.6887	1.74414e+08
15.1181	92.2687	3.14261e+10
58.573	-7.39042	1.06406e+10
-93.3534	-9.76821	1.63927e+09
8.72422	-100	2.71584e+06
-42.9021	-85.3923	7.74312e+07
8.72422	-100	2.71584e+06
33.893	-100	7.01266e+07
2.98239	-100	1.54677e+07
62.6849	-100	3.93485e+08
